Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,
3,6052,Maharashtra,"Govt Med Coll, Nagpur",OBG,AIQ,OBC,"1,43,300",92522,1,5000000,1866,
3,6053,Maharashtra,"Indira Gandhi MedColl, Nagpur",PAEDIATRICS,AIQ,OBC,"1,43,300",92522,1,5000000,822,
3,6054,Gujarat,"Govt Med Coll, Bhavnagar",PAEDIATRICS,AIQ,GEN,"30,000",100800,1,"40,00,000",720,
3,6055,Rajasthan,"SNMC, Jodhpur",OBG,AIQ,OBC,"12,812","82,800",2,"25,00,000",3101,
3,6057,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PAEDIATRICS,AIQ,EWS,"48,600",60823,0,0,1450,
3,6058,Rajasthan,"SP Med Coll, Bikaner",GENERAL SURGERY,AIQ,GEN,"12,812","82,800",2,"25,00,000",Info Not Available,
3,6061,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PAEDIATRICS,AIQ,EWS,"1,01,500",75444,1,1000000,1100,
3,6063,Uttar Pradesh,"MLN Med Coll, Allahabad",OBG,AIQ,GEN,40000,"1,00,980",2,"40,00,000",Info Not Available,
3,6065,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL SURGERY,AIQ,GEN,40000,"1,00,980",2,"40,00,000",1090,
3,6066,Maharashtra,"KEM Hospital, Pune",DNBPAEDIATRICS,DNB Post MBBS,GEN,125000,90000,0,0,550,
3,6067,Maharashtra,"SL Raheja Hosp, Mahi, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"95,000",0,0,170,
3,6076,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PAEDIATRICS,AIQ,GEN,"1,01,500",75444,1,1000000,300,
3,6077,Maharashtra,"Indira Gandhi MedColl, Nagpur",OBG,AIQ,EWS,"1,43,300",92522,1,5000000,822,
3,6078,Maharashtra,"VishwaRaj Hospital, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,72000,0,0,110,
3,6080,Maharashtra,"Seth GS, Mumbai",OBG,AIQ,EWS,"1,43,300",92522,1,5000000,2250,
3,6081,Maharashtra,"BJMC, Pune",GENERAL SURGERY,AIQ,OBC,"1,43,300",92522,1,5000000,1296,
3,6084,Madhya Pradesh,"Govt Med Coll, Datia",GENERAL MEDICINE,AIQ,OBC,"1,01,500",75444,1,1000000,540,
3,6085,Kerala,"Medical College, Trivandrum",GENERAL SURGERY,AIQ,GEN,"69,470",57876,1,"50,00,000",2126,
3,6086,Tamil Nadu,"GKNM Hospital, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,600,
3,6087,Delhi,"ABVIMS (Dr RML Hosp), Delhi",ANAESTHESIOLOGY,AIQ,GEN,"41,000","1,20,965",0,0,1626,
3,6091,Jammu and Kashmir,"Govt Med Coll, Srinagar",GENERAL MEDICINE,AIQ,OBC,"35,750",59500,0,0,2150,
3,6092,West Bengal,"Peerless Hospital, Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,46300,0,0,400,
3,6093,Uttar Pradesh,"MLB Med Coll, Jhansi",PAEDIATRICS,AIQ,GEN,40000,"1,00,980",2,"40,00,000",700,
3,6096,Haryana,"Maharaja Agrasen MCHosp,Agroha",DMRD(NBEMS),NBE Diploma,GEN,125000,100980,0,0,541,
3,6098,Uttar Pradesh,"Super Spec Paediatric, Noida",PAEDIATRICS,AIQ,EWS,40000,"1,00,980",2,"40,00,000",312,
3,6100,Tamil Nadu,"Sri RamakrishnaHosp,Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,1009,
3,6101,Chandigarh,"Govt MultSpec Hosp, Chandigarh",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,125000,"1,07,000",0,0,500,
3,6103,Uttar Pradesh,"UP Univ of Med Sci, Etawah",PAEDIATRICS,AIQ,GEN,40000,"1,00,980",2,"40,00,000",1268,
3,6104,Uttar Pradesh,"Govt IMS, Kasna",GENERAL SURGERY,AIQ,GEN,40000,"1,00,980",2,"40,00,000",500,
3,6106,West Bengal,"School of Tropical Med,Kolkata",TROPICAL MEDICINE,AIQ,GEN,"12,000",49884,3,"30,00,000",173,
3,6107,Andhra Pradesh,"SV Med Coll, Tirupati",PAEDIATRICS,AIQ,GEN,"48,600",60823,0,0,940,
3,6108,Odisha,"Kalinga IMS, Bhubaneswar",RADIO DIAGNOSIS,MNG,GEN,"23,00,000",70000,0,0,1750,
3,6109,Uttar Pradesh,"JNMC (AMU), Aligarh",PAEDIATRICS,AMU,GEN,38000,"1,08,000",0,0,1269,
3,6111,Tamil Nadu,"SRMC & RI, Chennai",RADIO DIAGNOSIS,MNG,GEN,"32,00,000",48000,0,0,1800,
3,6112,Karnataka,"St Martha's Hosp, Bangalore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"45,000",0,0,431,
3,6114,Jharkhand,"Tata Motors Hosp, Jamshedpur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,56100,0,0,404,
3,6115,Rajasthan,"JLNMC, Ajmer",TBRD,AIQ,GEN,"10,982","82,800",2,"25,00,000",1428,
3,6116,Haryana,"BPS Med Coll, Sonepat",DNBOBG,DNB Post MBBS,GEN,125000,100980,0,0,550,
3,6117,Uttar Pradesh,"JNMC (AMU), Aligarh",OBG,AMU,GEN,38000,"1,08,000",0,0,1269,
3,6119,Odisha,"IMS & SUM, Bhubaneswar",RADIO DIAGNOSIS,MNG,GEN,"30,00,000","60,000",0,0,1410,
3,6121,Maharashtra,"Asian IMS, Dombivli (E)",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,83000,0,0,Info Not Available,
3,6125,Tamil Nadu,"Global Hosp, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,200,
3,6128,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OBG,AIQ,GEN,"1,01,500",75444,1,1000000,1150,
3,6131,Assam,"Gauhati Med Coll, Guwahati",OBG,AIQ,GEN,"17,900","55,200",2,"20,00,000",2185,
3,6132,Delhi,"MAMC, Delhi",PAEDIATRICS,DU,OBC,"57,600","1,26,927",0,0,2800,
3,6133,Assam,"Fakhruddin Ali Ahmed, Barpeta",GENERAL MEDICINE,AIQ,EWS,"17,900","55,200",2,"20,00,000",470,
3,6135,Madhya Pradesh,"SSMC, Rewa",PAEDIATRICS,AIQ,GEN,"1,01,500",75444,1,1000000,1140,
3,6136,Madhya Pradesh,"SSMC, Rewa",PAEDIATRICS,AIQ,GEN,"1,01,500",75444,1,1000000,1140,
3,6137,Uttar Pradesh,"S N Med Coll, Agra",OBG,AIQ,GEN,40000,"1,00,980",2,"40,00,000",976,
3,6138,Karnataka,"Kasturba Med Coll, Mangalore",DERMATOLOGY,MNG,GEN,"28,70,000","45,000",0,0,1290,
3,6139,Karnataka,"Mandya IMS, Mandya",PAEDIATRICS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",Info Not Available,
3,6141,Uttar Pradesh,"S N Med Coll, Agra",OBG,AIQ,GEN,40000,"1,00,980",2,"40,00,000",976,
3,6143,Rajasthan,"Jhalawar Med Coll, Jhalawar",PAEDIATRICS,AIQ,GEN,"88,265","82,800",2,"25,00,000",Info Not Available,
3,6144,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,DU,EWS,"57,600","1,26,927",0,0,877,
3,6145,Rajasthan,"JLNMC, Ajmer",RADIO DIAGNOSIS,AIQ,SC,"10,982","82,800",2,"25,00,000",1428,
3,6147,Tamil Nadu,"Kauvery Hospital, Salem",DMRD(NBEMS),NBE Diploma,GEN,125000,52451,0,0,Info Not Available,
3,6149,West Bengal,Calcutta National Med Coll,OBG,AIQ,GEN,"12,000",49884,3,"30,00,000",1470,
3,6150,Delhi,"Sanjay Gandhi Mem Hosp, Delhi",DNBPAEDIATRICS,DNB Post MBBS,GEN,125000,126927,0,0,300,
3,6153,Telangana,"Care Hospital, Banjara Hills",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,58289,0,0,444,
3,6154,Maharashtra,"Noble Hospital, Pune",DMRD(NBEMS),NBE Diploma,GEN,125000,89700,0,0,350,
3,6161,West Bengal,Calcutta National Med Coll,GENERAL MEDICINE,AIQ,EWS,"12,000",49884,3,"30,00,000",1470,
3,6162,Karnataka,"Kasturba Med Coll, Manipal",GENERAL MEDICINE,MNG,GEN,"27,92,000","45,000",0,0,2032,
3,6164,Madhya Pradesh,"SSMC, Rewa",PAEDIATRICS,AIQ,GEN,"1,01,500",75444,1,1000000,1140,
3,6166,Uttar Pradesh,"Apollomedics SS Hosp, Lucknow",DMRD(NBEMS),NBE Diploma,GEN,125000,80000,0,0,300,
3,6167,Karnataka,"SDS TB Research, Bangalore",TBRD,AIQ,GEN,"1,24,150",56250,3,"50,00,000",470,
3,6168,Kerala,"Holy Cross Hospital, Kollam",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,57876,0,0,390,
3,6171,Andhra Pradesh,"Guntur Med Coll, Guntur",OBG,AIQ,GEN,"48,600",60823,0,0,1170,
3,6172,Tamil Nadu,"Madras Med Coll, Chennai",OBG,AIQ,OBC,"50,000","52,451",2,"40,00,000",7285,
3,6173,Tamil Nadu,"Madras Med Coll, Chennai",ANAESTHESIOLOGY,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285,
3,6174,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,ST,"48,226","1,00,706",0,0,1165,
3,6175,Delhi,"MAMC, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,2800,
3,6176,Rajasthan,"SNMC, Jodhpur",ENT,AIQ,GEN,"12,812","82,800",2,"25,00,000",3101,
3,6178,Uttar Pradesh,"IMS(BHU), Varanasi",ANAESTHESIOLOGY,AIQ,GEN,"48,226","1,00,706",0,0,1165,
3,6179,Delhi,"Dr Shroff's Eye Hosp,Daryaganj",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,125000,"60,000",0,0,56,
3,6181,Assam,"Silchar Med Coll, Silchar",OBG,AIQ,OBC,"17,900","55,200",2,"20,00,000",1256,
3,6182,Haryana,"Pt BD Sharma, Rohtak",PSYCHIATRY,AIQ,GEN,"1,25,000","1,00,980",0,0,2080,
3,6184,Delhi,"UCMS, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,1000,
3,6186,Uttar Pradesh,"MLN Med Coll, Allahabad",TBRD,AIQ,GEN,40000,"1,00,980",2,"40,00,000",Info Not Available,
3,6188,West Bengal,"School of Tropical Med,Kolkata",DERMATOLOGY,AIQ,OBC,"12,000",49884,3,"30,00,000",173,
3,6190,Jharkhand,"MGM Med Coll, Jamshedpur",GENERAL MEDICINE,AIQ,OBC,1500,54500,3,"30,00,000",540,
3,6191,Assam,"Gauhati Med Coll, Guwahati",GENERAL SURGERY,AIQ,GEN,"17,900","55,200",2,"20,00,000",2185,
3,6192,Karnataka,"Kasturba Med Coll, Manipal",GENERAL MEDICINE,MNG,GEN,"27,92,000","45,000",0,0,2032,
3,6195,Maharashtra,"SRTT, Ambajogai",ORTHOPAEDICS,AIQ,GEN,"1,43,300",92522,1,5000000,518,
3,6196,Uttar Pradesh,"KGMU, Lucknow",PAEDIATRICS,AIQ,EWS,"54,700",109955,2,"40,00,000",4500,
3,6198,Delhi,"VMMC, Delhi",ANAESTHESIOLOGY,AIQ,OBC,"41,000","1,20,965",0,0,1550,
3,6200,West Bengal,Bankura Sammilani Med Coll,DERMATOLOGY,AIQ,OBC,"12,000",49884,3,"30,00,000",1441,
3,6201,Maharashtra,"ShriVasantRaoGovtMedCol,Yavtmal",DNBDERMATOLOGY,DNB Post MBBS,OBC,125000,"75,144",1,5000000,765,
3,6202,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL SURGERY,AIQ,OBC,"50,000","52,451",2,"40,00,000",3518,
3,6203,Odisha,"SCB, Cuttack",GENERAL SURGERY,AIQ,GEN,"38,500",70686,2,"53,30,000",2106,
3,6204,Tamil Nadu,"GKNM Hospital, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,600,
3,6205,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL SURGERY,AIQ,SC,"41,000","1,20,965",0,0,1626,
3,6206,Maharashtra,"VivekanandHosp,SignalCamp,Latur",DMRD(NBEMS),NBE Diploma,GEN,125000,"71,000",0,0,-,
3,6208,Delhi,"Jaipur Golden Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,70000,0,0,242,
3,6209,Jharkhand,"CIP, Ranchi",PSYCHIATRY,AIQ,GEN,3000,"1,00,706",0,0,643,
3,6210,Delhi,"MAMC, Delhi",PSYCHIATRY,AIQ,OBC,"57,600","1,26,927",0,0,2800,
3,6212,Delhi,"Lady Hardinge, Delhi",ENT,AIQ,GEN,"57,600","1,26,927",0,0,877,
3,6214,Tamil Nadu,"Sri RamakrishnaHosp,Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,1009,
3,6218,Telangana,"Care Hospital, Gachibowli",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"50,686",0,0,220,
3,6219,Delhi,"MAMC, Delhi",ANAESTHESIOLOGY,DU,GEN,"57,600","1,26,927",0,0,2800,
3,6221,Maharashtra,"Seth GS, Mumbai",GENERAL SURGERY,AIQ,OBC,"1,43,300",92522,1,5000000,2250,
3,6223,Rajasthan,"SP Med Coll, Bikaner",DERMATOLOGY,AIQ,SC,"12,812","82,800",2,"25,00,000",Info Not Available,
3,6228,Maharashtra,"MPGIMER, Nashik",PAEDIATRICS,AIQ,GEN,"1,43,300",92522,1,5000000,-,
3,6229,Uttar Pradesh,"MLB Med Coll, Jhansi",OBG,AIQ,GEN,40000,"1,00,980",2,"40,00,000",700,
3,6230,Tamil Nadu,"Madras Med Coll, Chennai",RADIATION ONCOLOGY,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285,
3,6231,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",PAEDIATRICS,AIQ,GEN,"1,43,300",92522,1,5000000,665,
3,6232,Andhra Pradesh,"SV Med Coll, Tirupati",OBG,AIQ,GEN,"48,600",60823,0,0,940,
3,6234,Maharashtra,"DrBSAmbedkar MunGenHosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,125000,"80,000",0,0,444,
3,6235,Karnataka,"SGITO (Sanjay Gan), Bangalore",ORTHOPAEDICS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",Info Not Available,
3,6236,Odisha,"SCB, Cuttack",PAEDIATRICS,AIQ,OBC,"38,500",70686,2,"53,30,000",2106,
3,6237,Haryana,"Pt BD Sharma, Rohtak",PAEDIATRICS,AIQ,OBC,"1,25,000","1,00,980",0,0,2080,
3,6239,West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,AIQ,SC,"12,000",49884,3,"30,00,000",2300,
3,6240,Maharashtra,"Grant Med Coll, Mumbai",PSYCHIATRY,AIQ,GEN,"1,43,300",92522,1,5000000,2844,
3,6242,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PAEDIATRICS,AIQ,OBC,40000,"1,00,980",2,"40,00,000",1050,
3,6243,Tamil Nadu,"Masonic Med Centre, Coimbatore",DNBPAEDIATRICS,DNB Post MBBS,GEN,125000,52451,0,0,130,
3,6246,Jharkhand,"CIP, Ranchi",PSYCHIATRY,AIQ,GEN,3000,"1,00,706",0,0,643,
3,6250,Rajasthan,"Fortis Escorts Hosp, Jaipur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,73968,0,0,245,
3,6251,Andhra Pradesh,"Andhra Med Coll, Vizag",PAEDIATRICS,AIQ,EWS,"48,600",60823,0,0,1030,
3,6252,Delhi,"National Inst of TBRD,Delhi",DNBTBRD,DNB Post MBBS,GEN,125000,100000,0,0,470,
3,6257,West Bengal,Calcutta National Med Coll,OBG,AIQ,GEN,"12,000",49884,3,"30,00,000",1470,
3,6259,West Bengal,Calcutta National Med Coll,GENERAL SURGERY,AIQ,OBC,"12,000",49884,3,"30,00,000",1470,
3,6260,Maharashtra,"Grant Med Coll, Mumbai",TBRD,AIQ,GEN,"1,43,300",92522,1,5000000,2844,
3,6262,Rajasthan,"SMS, Jaipur",ORTHOPAEDICS,AIQ,EWS,"11,647","82,800",2,"25,00,000",5702,
3,6264,Karnataka,"VIMS, Bellary",PAEDIATRICS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1295,
3,6265,Assam,"Assam Med Coll, Dibrugarh",GENERAL MEDICINE,AIQ,OBC,"17,900","55,200",2,"20,00,000",1365,
3,6266,Maharashtra,"Govt Med Coll Hosp, Akola",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"75,144",1,5000000,800,
3,6267,Andhra Pradesh,"SV Med Coll, Tirupati",TBRD,AIQ,GEN,"48,600",60823,0,0,940,
3,6268,Maharashtra,"Topiwala, Mumbai",PSYCHIATRY,AIQ,OBC,"1,43,300",92522,1,5000000,1300,
3,6270,Rajasthan,"JLNMC, Ajmer",OBG,AIQ,GEN,"10,982","82,800",2,"25,00,000",1428,
3,6273,Maharashtra,"Govt Med Coll, Nagpur",ENT,AIQ,GEN,"1,43,300",92522,1,5000000,1866,
3,6274,Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL SURGERY,AIQ,OBC,"48,600",60823,0,0,1030,
3,6276,Karnataka,"KIMS, Hubli",PAEDIATRICS,AIQ,OBC,"1,24,150",56250,3,"50,00,000",1200,
3,6277,Uttar Pradesh,"Vivekananda Polyclinic,Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,61100,0,0,350,
3,6283,Karnataka,"Kasturba Med Coll, Mangalore",GENERAL MEDICINE,MNG,GEN,"27,92,000","45,000",0,0,1290,
3,6284,Tamil Nadu,"Kanchi Kamakoti, Chennai",DNBPAEDIATRICS,DNB Post MBBS,GEN,125000,52451,0,0,200,
3,6285,Bihar,"Nalanda Med Coll, Patna",PAEDIATRICS,AIQ,GEN,"9,000",82000,3,"25,00,000",750,
3,6286,Kerala,"Malabar IMS, Kozhikode",DNBPAEDIATRICS,DNB Post MBBS,GEN,125000,57876,0,0,573,
3,6288,Kerala,"KozhikodeDistCo-op,Eranhipalam",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,57876,0,0,175,
3,6290,Tamil Nadu,"KAPV Med Coll, Trichy",PAEDIATRICS,AIQ,OBC,"50,000","52,451",2,"40,00,000",2500,
3,6293,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,AIQ,OBC,"25,000",58289,1,2000000,4800,
3,6294,Rajasthan,"Govt Med Coll, Kota",TBRD,AIQ,GEN,"12,812","82,800",2,"25,00,000",2581,
3,6295,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,AIQ,GEN,"20,000",67500,2,"50,00,000",1246,
3,6296,Bihar,"Patna Med Coll, Patna",OBG,AIQ,GEN,"9,000",82000,3,"25,00,000",1748,
3,6298,Rajasthan,"Apex Hospital, Jaipur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"81,519",0,0,170,
3,6300,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OBG,AIQ,GEN,"1,01,500",75444,1,1000000,1150,
3,6301,Delhi,"Dr Baba Saheb Ambedkar, Delhi",DNBOBG,DNB Post MBBS,GEN,125000,126927,0,0,500,
3,6302,Manipur,"JNIMS, Imphal",GENERAL MEDICINE,AIQ,EWS,100000,50000,1,"20,00,000",643,
3,6304,Uttar Pradesh,"Apollomedics SS Hosp, Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,80000,0,0,300,
3,6310,Maharashtra,"Govt Med Coll, Aurangabad",GENERAL SURGERY,AIQ,GEN,"1,43,300",92522,1,5000000,1177,
3,6311,Rajasthan,"RNT, Udaipur",OBG,AIQ,EWS,"12,812","82,800",2,"25,00,000",2206,
3,6312,Telangana,"Osmania Med Coll, Hyderabad",ORTHOPAEDICS,AIQ,GEN,"25,000",58289,1,2000000,4800,
3,6319,Delhi,"ABVIMS (Dr RML Hosp), Delhi",ANAESTHESIOLOGY,AIQ,GEN,"41,000","1,20,965",0,0,1626,
3,6320,Rajasthan,"Govt Med Coll, Bharatpur",GENERAL MEDICINE,AIQ,OBC,"12,812","82,800",2,"25,00,000",-,
3,6321,Kerala,"Medical College, Trivandrum",GENERAL SURGERY,AIQ,GEN,"69,470",57876,1,"50,00,000",2126,
3,6322,Tamil Nadu,Govt Theni Med Coll,PAEDIATRICS,AIQ,GEN,"50,000","52,451",2,"40,00,000",940,
3,6329,Himachal Pradesh,"RPG, Tanda",OBG,AIQ,GEN,"39,000","40,000",3,"40,00,000",802,
3,6331,Maharashtra,"PGIMS, Navi Mumbai",OBG,AIQ,GEN,"1,43,300",92522,1,5000000,-,
3,6332,Uttar Pradesh,"GSVM Med Coll, Kanpur",OBG,AIQ,OBC,40000,"1,00,980",2,"40,00,000",2083,
3,6333,Himachal Pradesh,"IGMC, Shimla",ORTHOPAEDICS,AIQ,GEN,"39,000","40,000",3,"40,00,000",1031,
3,6337,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,SC,"1,43,300",92522,1,5000000,1866,
3,6338,Uttar Pradesh,"IMS(BHU), Varanasi",OPHTHALMOLOGY,AIQ,GEN,"48,226","1,00,706",0,0,1165,
3,6339,Haryana,"Metro Heart Inst, Faridabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"95,000",0,0,200,
3,6341,Punjab,"Govt Med Coll, Amritsar",PAEDIATRICS,AIQ,EWS,"1,25,000","67,968",1,"10,00,000",951,
3,6342,Punjab,"Govt Med Coll, Amritsar",TBRD,AIQ,GEN,"1,25,000","67,968",1,"10,00,000",951,
3,6344,Maharashtra,"Topiwala, Mumbai",OPHTHALMOLOGY,AIQ,GEN,"1,43,300",92522,1,5000000,1300,
3,6345,Delhi,"ABVIMS (Dr RML Hosp), Delhi",ENT,IP,GEN,"41,000","1,20,965",0,0,1626,
3,6346,Madhya Pradesh,"MGM Med Coll, Indore",PAEDIATRICS,AIQ,OBC,"1,01,500",75444,1,1000000,1300,
3,6347,Delhi,"IHBAS, Delhi",PSYCHIATRY,AIQ,OBC,"57,600","1,26,927",0,0,260,
3,6350,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OBG,AIQ,GEN,"1,01,500",75444,1,1000000,1150,
3,6352,Gujarat,"Govt Med Coll, Surat",RADIO DIAGNOSIS,AIQ,SC,"30,000",100800,1,"40,00,000",1150,
3,6353,Tamil Nadu,"Royal Care SS Hosp, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,401,
3,6354,Kerala,"KozhikodeDistCo-op,Eranhipalam",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,57876,0,0,175,
3,6356,Jharkhand,"CIP, Ranchi",PSYCHIATRY,AIQ,GEN,3000,"1,00,706",0,0,643,
3,6359,Jharkhand,"CIP, Ranchi",PSYCHIATRY,AIQ,GEN,3000,"1,00,706",0,0,643,
3,6363,Telangana,"Osmania Med Coll, Hyderabad",OBG,AIQ,EWS,"25,000",58289,1,2000000,4800,
3,6364,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL SURGERY,AIQ,SC,"1,43,300",92522,1,5000000,1462,
3,6366,Maharashtra,"Topiwala, Mumbai",OPHTHALMOLOGY,AIQ,GEN,"1,43,300",92522,1,5000000,1300,
3,6367,Jharkhand,"Tata Motors Hosp, Jamshedpur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,56100,0,0,404,
3,6368,Karnataka,"Shimoga IMS, Shimoga",PAEDIATRICS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",950,
3,6372,Maharashtra,"UnitedCIIGMAInstofMS,Aurangabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"85,000",0,0,175,
3,6373,Maharashtra,"Bethany Hospital, Thane",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,83000,0,0,190,
3,6374,Kerala,"Medical College, Trivandrum",GENERAL SURGERY,AIQ,GEN,"69,470",57876,1,"50,00,000",2126,
3,6375,Uttar Pradesh,"IMS(BHU), Varanasi",PSYCHIATRY,AIQ,GEN,"48,226","1,00,706",0,0,1165,
3,6376,Gujarat,"Govt Med Coll, Surat",GENERAL SURGERY,AIQ,EWS,"30,000",100800,1,"40,00,000",1150,
3,6377,Maharashtra,"Tata Memorial, Mumbai",RADIATION ONCOLOGY,AIQ,GEN,"1,05,500",100800,1,"25,00,000",614,
3,6378,Tamil Nadu,"SankaraNethralaya, Pycrofts,CHN",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,125000,52451,0,0,86,
3,6379,Tamil Nadu,"Kauvery Hospital, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,200,
3,6382,Tamil Nadu,"SKS Hospital, Salem",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52453,0,0,225,
3,6384,Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL SURGERY,AIQ,GEN,"48,600",60823,0,0,1150,
3,6385,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,AIQ,GEN,"20,000",67500,2,"50,00,000",1246,
3,6387,Delhi,"ABVIMS (Dr RML Hosp), Delhi",OBG,IP,GEN,"41,000","1,20,965",0,0,1626,
3,6388,Delhi,"Tirath Ram Shah Hospital,Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,62000,0,0,200,
3,6389,Uttar Pradesh,"S N Med Coll, Agra",DDVL,AIQ,GEN,40000,"1,00,980",2,"20,00,000",976,
3,6390,Delhi,"Kasturba Hospital, Delhi",OBG,AIQ,OBC,"57,600","1,26,927",0,0,450,
3,6391,Kerala,"IQRAA, Kozhikode",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,125000,57876,0,0,300,
3,6392,Maharashtra,"Seth GS, Mumbai",PSYCHIATRY,AIQ,OBC,"1,43,300",92522,1,5000000,2250,
3,6393,Tamil Nadu,"Kauvery Hospital, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,52451,0,0,200,
3,6394,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",PAEDIATRICS,AIQ,OBC,"48,600",60823,0,0,1450,
3,6395,West Bengal,Burdwan Medical College,GENERAL MEDICINE,AIQ,EWS,"12,000",49884,3,"30,00,000",1099,
3,6400,Telangana,"Apollo Hospital, Hyderguda",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,"50,686",0,0,150,
3,6401,Tamil Nadu,Thanjavur Med Coll,GENERAL SURGERY,AIQ,OBC,"50,000","52,451",2,"40,00,000",1466,
3,6402,Bihar,"Jawaharlal Nehru, Bhagalpur",PAEDIATRICS,AIQ,GEN,"9,000",82000,3,"25,00,000",800,
3,6405,Andhra Pradesh,"Govt Siddhartha, Vijaywada",PAEDIATRICS,AIQ,GEN,"48,600",60823,0,0,707,
3,6407,Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL SURGERY,AIQ,OBC,38000,"1,08,000",0,0,1269,
3,6408,Telangana,"Osmania Med Coll, Hyderabad",OBG,AIQ,GEN,"25,000",58289,1,2000000,4800,
3,6409,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL SURGERY,AIQ,OBC,"50,000","52,451",2,"40,00,000",3518,
3,6410,Karnataka,"KIMS, Hubli",PAEDIATRICS,AIQ,OBC,"1,24,150",56250,3,"50,00,000",1200,
